the_geom,OBJECTID,Meter ID,Parking Zone,Street,Block,Type,Side,Number of Spaces,Parkmobile ID,Latitude,Longitude,Updated in CNOGIS
POINT (-90.069461011497 29.954300714078),1103455,BOU-100-0156,6,Bourbon,100,SSM,R,1,2929,29.954295299999998,-90.069455399999995,
POINT (-90.073217013045 29.946223412134),1103907,JUL-800-0838,7,Julia,800,SSM,U,1,29185,29.946217999999998,-90.073211400000005,
POINT (-90.072071012493 29.948885112751),1103513,CAR-500-0296,7,Carondelet,500,SSM,R,1,2960,29.948879699999999,-90.0720654,
POINT (-90.064767111094 29.954647714839),1103706,DEC-400-0511,6,Decatur,400,SSM,L,1,29110,29.9546423,-90.064761500000003,
POINT (-90.083380616237 29.957638414135),1104281,S.PRI-400-1522,1,S. Prieur,400,PS,R,5,29323,29.957633000000001,-90.083375000000004,
POINT (-90.082293515531 29.956300614594),1104322,S.ROM-500-1618,1,S. Roman,500,SSM,R,1,29338,29.9562952,-90.082287899999997,
POINT (-90.133984528939 29.944298509722),1103844,HAM-8100-0701,10,Hampson,8100,PS,L,6,29167,29.944293099999999,-90.133978900000002,
POINT (-90.071729312478 29.945543112034),1104436,ST.CHA-800-1728,7,St. Charles,800,PS,R,7,29353,29.945537699999999,-90.071723700000007,
POINT (-90.093392917214 29.924689107223),1103663,COL-3600-0405,9,Coliseum,3600,PS,L,8,2984,29.924683699999999,-90.093387300000003,
POINT (-90.072361012668 29.947642713039),1103814,GIR-700-0691,7,Girod,700,SSM,D,1,29149,29.9476373,-90.072355400000006,
POINT (-90.071084111482 29.943666011729),1103493,CAM-900-0195,7,Camp,900,SSM,L,1,2940,29.943660600000001,-90.071078499999999,
POINT (-90.070251911578 29.949676913075),1104196,POY-600-1345,3,Poydras,600,PS,D,7,29289,29.949671500000001,-90.070246299999994,
POINT (-90.081205615711 29.95740541485),1104541,TUL-1800-2014,1,Tulane,1800,SSM,U,1,29399,29.9574,-90.081199999999995,
POINT (-90.067513211277 29.953401314009),1103530,CHA-100-0347,6,Chartres,100,SSM,L,1,2967,29.9533959,-90.067507599999999,
POINT (-90.069886611896 29.95181721366),1104413,ST.CHA-200-1828,3,St. Charles,200,PS,R,7,29349,29.951811800000002,-90.069880999999995,
POINT (-90.058369009302 29.961381616385),1103464,BRC-400-0086,6,Barracks,400,SSM,U,1,2918,29.9613762,-90.058363400000005,
POINT (-90.084303815675 29.956604814609),1104285,S.PRI-500-1516,1,S. Prieur,500,PS,R,8,29324,29.956599400000002,-90.084298200000006,
POINT (-90.061795409527 29.958093715228),1103945,MAD-500-0877,6,Madison,500,SSM,D,1,29199,29.9580883,-90.0617898,
POINT (-90.078248613169 29.935915409537),1104400,ST.CHA-1800-1651,9,St. Charles,1800,PS,L,3,29362,29.93591,-90.078243000000001,
POINT (-90.066516911122 29.954428314145),1103538,CHA-300-0366,6,Chartres,300,SSM,R,1,2969,29.954422900000001,-90.066511300000002,
POINT (-90.065232210648 29.953147314067),1104054,N.PET-200-1123,6,N. Peters,200,SSM,L,1,29236,29.953141899999999,-90.065226600000003,
POINT (-90.070028512539 29.95690421479),1103467,BUR-300-0166,6,Burgundy,300,PS,R,5,2931,29.956898800000001,-90.070022899999998,
POINT (-90.057873208941 29.961809116253),1103760,ESP-400-0554,6,Esplanade,400,PS,U,3,29132,29.961803700000001,-90.057867599999994,
POINT (-90.133767628976 29.94372940972),1104230,S.CAR-600-1395,10,S. Carrollton,600,PS,L,6,29306,29.943724,-90.133762000000004,
POINT (-90.071618812406 29.950554713431),1103510,CAR-400-0294,3,Carondelet,400,SSM,R,1,2959,29.950549299999999,-90.071613200000002,
POINT (-90.065934610508 29.947063312358),1104263,S.PET-600-1427,8,S. Peters,600,SSM,L,1,29317,29.947057900000001,-90.065928999999997,
POINT (-90.064091910229 29.953030013643),1104034,N.FRO-300-1091,6,N. Front,300,PS,L,6,29234,29.953024599999999,-90.0640863,
POINT (-90.0668283109 29.943157711689),1104454,ST.JOS-300-1858,8,St. Joseph,300,SSM,U,1,29370,29.943152300000001,-90.066822700000003,
POINT (-90.073571613434 29.95700741425),1103677,CRO-100-0502,5,Crozat,100,PS,R,11,29102,29.957001999999999,-90.073566,
POINT (-90.083307015292 29.956012514302),1103454,BOL-500-0154,1,Boliver,500,PS,R,8,2927,29.956007100000001,-90.083301399999996,
POINT (-90.075118614034 29.955745413979),1103563,CLE-1300-0414,5,Cleveland,1300,PS,U,3,2981,29.955739999999999,-90.075113000000002,
POINT (-90.082282115606 29.956333313883),1104321,S.ROM-500-1616,1,S. Roman,500,SSM,R,1,29338,29.956327900000002,-90.082276500000006,
POINT (-90.061016509877 29.958625015253),1104062,N.PET-900-1102,6,N. Peters,900,SSM,R,1,29238,29.958619599999999,-90.061010899999999,
POINT (-90.063846510462 29.955634914684),1103713,DEC-500-0527,6,Decatur,500,SSM,L,1,29111,29.955629500000001,-90.063840900000002,
POINT (-90.065848310531 29.941745311365),1104247,S.PET-1000-1437,8,S. Peters,1000,SSM,L,1,29321,29.941739900000002,-90.065842700000005,
POINT (-90.082310415615 29.956213414453),1104324,S.ROM-500-1622,1,S. Roman,500,SSM,R,1,29338,29.956208,-90.082304800000003,
POINT (-90.070878412883 29.957947014605),1104090,N.RAM-300-1119,6,N. Rampart,300,PS,L,7,29244,29.957941600000002,-90.070872800000004,
POINT (-90.091536616332 29.924596407429),1103387,ALI-1300-0001,9,Aline,1300,PS,D,7,2901,29.924590999999999,-90.091531000000003,
POINT (-90.068602611255 29.949253413464),1104194,POY-500-1353,4,Poydras,500,PS,D,8,29288,29.949248000000001,-90.068596999999997,
POINT (-90.069897611443 29.943827411996),1104461,ST.JOS-500-1876,8,St. Joseph,500,SSM,U,1,29371,29.943822000000001,-90.069891999999996,
POINT (-90.070153611544 29.9440164123),1104458,ST.JOS-500-1689,8,St. Joseph,500,PS,D,4,29371,29.944011,-90.070148000000003,
POINT (-90.070448612374 29.953886414431),1103638,CNL-800-0234,3,Canal,800,SSM,U,1,2947,29.953880999999999,-90.070442999999997,
POINT (-90.07264021283 29.953598613969),1103580,CMN-900-0455,3,Common,900,PS,U,0,2991,29.9535932,-90.072634600000001,
POINT (-90.066631211006 29.943090212191),1104452,ST.JOS-300-1854,8,St. Joseph,300,SSM,U,1,29370,29.943084800000001,-90.066625599999995,
POINT (-90.085475616389 29.957857414662),1103837,GRA-2100-0702,1,Gravier,2100,PS,U,10,29166,29.957851999999999,-90.085470000000001,
POINT (-90.07779231348 29.947375312819),1103879,JUL-1200-0867,7,Julia,1200,PS,D,7,29189,29.947369900000002,-90.077786700000004,
POINT (-90.06773621085 29.950167113649),1103975,MAG-300-0926,4,Magazine,300,SSM,R,1,29202,29.950161699999999,-90.067730600000004,
POINT (-90.064265010399 29.953814013887),1103652,CNT-300-0470,6,Conti,300,SSM,U,1,2997,29.953808599999999,-90.064259399999997,
POINT (-90.070063312178 29.958533415364),1104093,N.RAM-400-1136,6,N. Rampart,400,SSM,R,1,29245,29.958528000000001,-90.070057700000007,
POINT (-90.066357010498 29.945438312377),1104127,NOT-300-1216,8,Notre Dame,300,SSM,U,1,29262,29.9454329,-90.066351400000002,
POINT (-90.068166711277 29.948724213112),1103998,MAG-500-0936,8,Magazine,500,SSM,R,1,29204,29.948718800000002,-90.068161099999998,
POINT (-90.069975611778 29.9474196123),1103481,CAM-600-0165,7,Camp,600,SSM,L,1,2937,29.947414200000001,-90.069969999999998,
POINT (-90.077205613467 29.936505409856),1104398,ST.CHA-1700-1794,9,St. Charles,1700,SSM,R,1,29361,29.936499999999999,-90.077200000000005,
POINT (-90.071072311979 29.952825514242),1103578,CMN-800-0441,3,Common,800,SSM,D,1,2990,29.9528201,-90.071066700000003,
POINT (-90.076322913232 29.946952812549),1103878,JUL-1100-0860,7,Julia,1100,PS,U,4,29188,29.946947399999999,-90.076317299999999,
POINT (-90.076505613584 29.938005409976),1104392,ST.CHA-1600-1635,9,St. Charles,1600,PS,L,6,29360,29.937999999999999,-90.076499999999996,
POINT (-90.092123416925 29.92692590778),1103738,DEL-1500-0529,9,Delachaise,1500,PS,D,5,29122,29.926920500000001,-90.092117799999997,
POINT (-90.074245813345 29.957313014957),1104528,TRE-100-1799,5,Treme,100,SSM,L,1,29395,29.9573076,-90.074240200000006,
POINT (-90.069643011463 29.953351513574),1103631,CNL-700-0228,3,Canal,700,SSM,U,1,2946,29.953346100000001,-90.069637400000005,
POINT (-90.084029516213 29.957076414622),1104283,S.PRI-500-1512,1,S. Prieur,500,SSM,R,1,29324,29.957070999999999,-90.084023900000005,
POINT (-90.075931614377 29.958078414444),1104110,N.VIL-100-1182,5,N. Villere,100,PS,R,11,29256,29.958072999999999,-90.075925999999995,
POINT (-90.074433812954 29.956610314851),1103596,CNL-1300-0256,5,Canal,1300,SSM,U,1,2952,29.956604899999999,-90.0744282,
POINT (-90.076189013776 29.955113114464),1104536,TUL-1400-2032,2,Tulane,1400,PS,U,8,29397,29.955107699999999,-90.076183400000005,
POINT (-90.075098912692 29.946669312302),1103913,JUL-900-0852,7,Julia,900,SSM,U,1,29186,29.946663900000001,-90.075093300000006,
POINT (-90.073744312985 29.944808212248),1104469,ST.JOS-800-1739,7,St. Joseph,800,PS,D,6,29374,29.944802800000001,-90.073738700000007,
POINT (-90.07354461285 29.947843512679),1103815,GIR-800-0618,7,Girod,800,PS,U,3,29150,29.947838099999998,-90.073538999999997,
POINT (-90.07363591309 29.951336213578),1104167,PER-900-1268,3,Perdido,900,PS,U,6,29274,29.951330800000001,-90.073630300000005,
POINT (-90.064581609716 29.940616811546),1103662,CNV-1000-0500,8,Convention Center,1000,PS,R,6,29101,29.940611400000002,-90.064576000000002,
POINT (-90.067872911501 29.946627512515),1103802,GIR-400-0665,8,Girod,400,PS,D,3,29146,29.946622099999999,-90.067867300000003,
POINT (-90.074905613577 29.946695411978),1103917,JUL-900-0849,7,Julia,900,SSM,D,1,29186,29.94669,-90.0749,
POINT (-90.066395710552 29.950351913076),1104498,TCH-200-1936,4,Tchoupitoulas,200,SSM,R,1,29386,29.950346499999998,-90.066390100000007,
POINT (-90.09301451717 29.927532207496),1104430,ST.CHA-3500-1708,9,St. Charles,3500,PS,R,7,29368,29.927526799999999,-90.093008900000001,
POINT (-90.06750681125 29.941346411598),1104172,POE-300-1324,8,Poeyfarre,300,SSM,U,1,29283,29.941341000000001,-90.067501199999995,
POINT (-90.064328010503 29.959077015224),1104376,ST.ANN-700-1694,6,St. Ann,700,SSM,U,1,29347,29.959071600000001,-90.064322399999995,
POINT (-90.065963110554 29.947491112755),1104259,S.PET-500-1423,8,S. Peters,500,SSM,L,1,29316,29.947485700000001,-90.065957499999996,
POINT (-90.067387310968 29.951595813514),1103948,MAG-100-0910,4,Magazine,100,SSM,R,1,29200,29.951590400000001,-90.067381699999999,
POINT (-90.065776111253 29.953522914122),1103700,DEC-200-0505,6,Decatur,200,SSM,L,1,29108,29.9535175,-90.065770499999999,
POINT (-90.093672017332 29.925915607606),1104211,PRY-3600-1382,9,Prytania,3600,PS,R,7,29300,29.925910200000001,-90.093666400000004,
POINT (-90.091323616587 29.924417406979),1103553,CHE-3400-0351,9,Chestnut,3400,SSM,L,1,2975,29.924412,-90.091318000000001,
POINT (-90.077333814548 29.957212414996),1103569,CLE-1500-0434,5,Cleveland,1500,SSM,U,1,2983,29.957207,-90.077328199999997,
POINT (-90.064616711191 29.955424714729),1104471,ST.LOU-500-1747,6,St. Louis,500,PS,D,5,29375,29.955419299999999,-90.064611099999993,
POINT (-90.066638610857 29.943092012107),1104453,ST.JOS-300-1856,8,St. Joseph,300,SSM,U,1,29370,29.943086600000001,-90.066632999999996,
POINT (-90.080530613936 29.933883409714),1103870,JAC-1500-0762,9,Jackson,1500,SSM,U,0,29175,29.933878,-90.080524999999994,
POINT (-90.063899510777 29.953177113778),1104031,N.FRO-300-1080,6,N. Front,300,SSM,R,1,29234,29.953171699999999,-90.063893899999997,
POINT (-90.057340908714 29.964495916696),1104224,ROY-2100-1381,6,Royal,2100,PS,L,8,29305,29.9644905,-90.057335300000005,
POINT (-90.079718214863 29.955339714248),1103831,GRA-1600-0671,2,Gravier,1600,PS,D,13,29163,29.955334300000001,-90.079712599999993,
POINT (-90.095063617722 29.925726407519),1104214,PRY-3700-1375,9,Prytania,3700,SSM,L,1,29301,29.925720999999999,-90.095057999999995,
POINT (-90.061011409975 29.95862981542),1104063,N.PET-900-1104,6,N. Peters,900,SSM,R,1,29238,29.958624400000001,-90.061005800000004,
POINT (-90.065447411 29.952675114213),1104047,N.PET-200-1109,6,N. Peters,200,SSM,L,1,29236,29.952669700000001,-90.065441800000002,
POINT (-90.067375610898 29.945543412378),1104514,TCH-700-1974,8,Tchoupitoulas,700,SSM,R,1,29391,29.945537999999999,-90.067369999999997,
POINT (-90.070350012481 29.95385731404),1103636,CNL-800-0230,3,Canal,800,SSM,U,1,2947,29.9538519,-90.070344399999996,
POINT (-90.064898610201 29.953195413777),1103433,BIE-300-0089,6,Bienville,300,SSM,D,0,2923,29.953189999999999,-90.064892999999998,
POINT (-90.082937315537 29.954485613349),1104332,S.ROM-600-1515,1,S. Roman,600,SSM,L,1,29339,29.954480199999999,-90.082931700000003,
POINT (-90.075415913385 29.948897613125),1104306,S.RAM-600-4002,7,S. Rampart,600,PS,R,9,29330,29.9488922,-90.075410300000001,
POINT (-90.093005617445 29.924705406954),1103664,COL-3600-0438,9,Coliseum,3600,PS,R,6,2984,29.924700000000001,-90.093000000000004,
POINT (-90.07742461407 29.956512414466),1104362,S.VIL-200-1535,5,S. Villere,200,PS,L,8,29341,29.956506999999998,-90.077419000000006,
POINT (-90.070408511735 29.954305714481),1103635,CNL-800-0197,6,Canal,800,PS,D,8,2947,29.9543003,-90.070402900000005,
POINT (-90.070025612022 29.943855412048),1104462,ST.JOS-500-1878,8,St. Joseph,500,SSM,U,1,29371,29.943850000000001,-90.07002,
POINT (-90.066004311598 29.957558715048),1104526,TOU-700-1996,6,Toulouse,700,SSM,U,1,29394,29.957553300000001,-90.065998699999994,
POINT (-90.062558810206 29.958824815721),1103551,CHA-800-0398,6,Chartres,800,SSM,R,1,2973,29.958819399999999,-90.062553199999996,
POINT (-90.070448612374 29.953886414431),1103637,CNL-800-0232,3,Canal,800,SSM,U,1,2947,29.953880999999999,-90.070442999999997,
POINT (-90.076425714195 29.950901213537),1104178,POY-1200-1376,2,Poydras,1200,PS,U,5,29294,29.950895800000001,-90.076420100000007,
POINT (-90.075414613642 29.954093414303),1103933,LOY-200-0871,2,Loyola,200,PS,L,6,29194,29.954087999999999,-90.075408999999993,
POINT (-90.064152110213 29.958962915612),1104373,ST.ANN-700-1688,6,St. Ann,700,SSM,U,1,29347,29.9589575,-90.064146500000007,
POINT (-90.074219812796 29.944814612237),1104470,ST.JOS-800-1892,7,St. Joseph,800,PS,U,3,29374,29.944809200000002,-90.0742142,
POINT (-90.070304811526 29.950800813642),1104426,ST.CHA-300-1595,3,St. Charles,300,SSM,L,1,29350,29.950795400000001,-90.070299199999994,
POINT (-90.074966612958 29.953441013618),1103821,GRA-1100-0651,3,Gravier,1100,SSM,D,1,,29.953435599999999,-90.074961000000002,
POINT (-90.084641615861 29.957951414141),1104244,S.JOH-400-1411,1,S. Johnson,400,PS,L,7,29314,29.957946,-90.084636000000003,
POINT (-90.068880812543 29.960206115287),1104100,N.RAM-600-1139,6,N. Rampart,600,PS,L,9,29247,29.960200700000001,-90.068875199999994,
POINT (-90.075237613216 29.939751411026),1104383,ST.CHA-1400-1611,9,St. Charles,1400,SSM,L,1,29358,29.939746,-90.075232,
POINT (-90.069794411276 29.946985412306),1103804,GIR-500-0584,8,Girod,500,PS,U,7,29147,29.94698,-90.069788799999998,
POINT (-90.063848510635 29.955630314571),1103712,DEC-500-0525,6,Decatur,500,SSM,L,1,29111,29.9556249,-90.063842899999997,
POINT (-90.071586511922 29.950887513639),1103507,CAR-300-0305,3,Carondelet,300,SSM,L,1,2958,29.950882100000001,-90.071580900000001,
POINT (-90.0729898125 29.951095913563),1104166,PER-900-1264,3,Perdido,900,SSM,U,1,29274,29.951090499999999,-90.072984199999993,
POINT (-90.071072311979 29.952825514242),1103579,CMN-800-0443,3,Common,800,SSM,D,1,2990,29.9528201,-90.071066700000003,
POINT (-90.074205611757 29.931405409451),1103954,MAG-1900-0919,10,Magazine,1900,PS,L,4,29211,29.9314,-90.074200000000005,
POINT (-90.07078881159 29.945773211866),1103898,JUL-600-0777,7,Julia,600,SSM,D,1,29183,29.945767799999999,-90.070783199999994,
POINT (-90.074165113018 29.957394014328),1104531,TRE-100-1805,5,Treme,100,SSM,L,1,29395,29.957388600000002,-90.074159499999993,
POINT (-90.075092213577 29.946667612498),1103912,JUL-900-0850,7,Julia,900,SSM,U,1,29186,29.946662199999999,-90.075086600000006,
POINT (-90.067478210755 29.943322311966),1104445,ST.JOS-300-1705,8,St. Joseph,300,SSM,D,1,29370,29.943316899999999,-90.067472600000002,
POINT (-90.078270113931 29.952239313393),1103932,LAS-500-3003,2,LaSalle,500,PS,L,5,29193,29.9522339,-90.078264500000003,
POINT (-90.072419912263 29.947798312873),1103516,CAR-600-0300,7,Carondelet,600,SSM,R,1,2961,29.9477929,-90.072414300000005,
POINT (-90.072585612689 29.955327414411),1103592,CNL-1000-0250,3,Canal,1000,SSM,U,1,2949,29.955321999999999,-90.072580000000002,
POINT (-90.07050241227 29.943967111926),1104460,ST.JOS-500-1842,8,St. Joseph,500,PS,U,7,29371,29.943961699999999,-90.070496800000001,
POINT (-90.065523810652 29.958475815218),1104487,ST.PET-700-1904,6,St. Peters,700,SSM,U,1,29382,29.9584704,-90.0655182,
POINT (-90.078003614436 29.948898312431),1103791,GIR-1300-2070,7,Girod,1300,PS,U,8,29408,29.948892900000001,-90.077997999999994,
POINT (-90.084098614716 29.925415407107),1103968,MAG-2900-0981,10,Magazine,2900,PS,L,8,29216,29.925409999999999,-90.084092999999996,
POINT (-90.058090808748 29.962244716003),1103763,ESP-500-0609,6,Esplanade,500,SSM,D,1,29133,29.9622393,-90.058085199999994,
POINT (-90.065524610841 29.942457411872),1104028,N.DIA-200-1079,8,N. Diamond,200,PS,D,4,29232,29.942451999999999,-90.065518999999995,
POINT (-90.081411615733 29.956340414122),1104237,S.DER-400-1405,1,S. Derbigny,400,SSM,L,1,29311,29.956334999999999,-90.081406000000001,
POINT (-90.067620610498 29.943857412121),1104516,TCH-800-1767,8,Tchoupitoulas,800,PS,L,10,29392,29.943852,-90.067615000000004,
POINT (-90.065004610748 29.956099915101),1103544,CHA-500-0384,6,Chartres,500,SSM,R,1,2971,29.956094499999999,-90.064999,
POINT (-90.066678010855 29.94984101372),1104500,TCH-300-1773,4,Tchoupitoulas,300,SSM,L,1,29387,29.9498356,-90.066672400000002,
POINT (-90.07750061364 29.93662341022),1104394,ST.CHA-1700-1569,9,St. Charles,1700,PS,L,6,29361,29.936617999999999,-90.077494999999999,
POINT (-90.058411809759 29.961694216451),1103696,DEC-1300-0479,6,Decatur,1300,PS,L,10,29118,29.961688800000001,-90.058406199999993,
POINT (-90.065799110416 29.945738412131),1104269,S.PET-700-1462,8,S. Peters,700,PS,R,7,29318,29.945733000000001,-90.065793499999998,
POINT (-90.074885613544 29.94669541196),1103916,JUL-900-0847,7,Julia,900,SSM,D,1,29186,29.94669,-90.074879999999993,
POINT (-90.06830561146 29.960805415894),1104102,N.RAM-700-1173,6,N. Rampart,700,SSM,L,1,29248,29.960799999999999,-90.068299999999994,
POINT (-90.065647710366 29.940532111326),1104256,S.PET-1100-1506,8,S. Peters,1100,SSM,R,1,29322,29.940526699999999,-90.065642100000005,
POINT (-90.06801141083 29.948861013385),1104192,POY-400-1342,8,Poydras,400,SSM,U,1,29287,29.948855600000002,-90.068005799999995,
POINT (-90.073609513194 29.952495913968),1104134,OKE-300-1254,3,O'Keefe,300,PS,R,6,29266,29.9524905,-90.073603899999995,
POINT (-90.103461620422 29.936261409454),1104314,S.ROB-4400-1491,10,S. Robertson,4400,PS,L,10,29336,29.936256,-90.103455999999994,
POINT (-90.070265811921 29.95090621384),1104425,ST.CHA-300-1593,3,St. Charles,300,SSM,L,1,29350,29.950900799999999,-90.070260200000007,
POINT (-90.071282111936 29.954118413879),1103408,BAR-100-0073,3,Baronne,100,PS,L,4,2910,29.954113,-90.071276499999996,
POINT (-90.057658708828 29.962702516557),1103772,FRE-500-0627,6,Frenchmen,500,SSM,D,1,29137,29.9626971,-90.057653099999996,
POINT (-90.070685712477 29.958868015438),1103427,BAS-400-0102,6,Basin,400,SSM,R,1,2920,29.9588626,-90.070680100000004,
POINT (-90.074141913256 29.947972612746),1103817,GIR-900-0782,7,Girod,900,PS,U,5,29410,29.947967200000001,-90.074136300000006,
POINT (-90.06543541115 29.958415014955),1104486,ST.PET-700-1902,6,St. Peters,700,SSM,U,1,29382,29.9584096,-90.065429800000004,
POINT (-90.078935113695 29.935042609758),1104410,ST.CHA-2000-1808,9,St. Charles,2000,SSM,R,1,29364,29.9350372,-90.078929500000001,
POINT (-90.101569719993 29.937250809365),1104019,MGN-4200-1054,10,Magnolia,4200,SSM,R,1,29227,29.937245399999998,-90.101564100000004,
POINT (-90.068396911695 29.95160881356),1103572,CMN-500-0419,4,Common,500,SSM,L,1,2987,29.9516034,-90.068391300000002,
POINT (-90.071562712767 29.957180314832),1104088,N.RAM-200-1165,6,N. Rampart,200,SSM,L,1,29243,29.957174899999998,-90.071557100000007,
POINT (-90.067056611066 29.945436412122),1103885,JUL-300-0747,8,Julia,300,PS,D,6,29180,29.945430999999999,-90.067051000000006,
POINT (-90.066679410851 29.949831113506),1104501,TCH-300-1775,4,Tchoupitoulas,300,SSM,L,1,29387,29.949825700000002,-90.066673800000004,
POINT (-90.077805612945 29.935905410064),1104401,ST.CHA-1800-1798,9,St. Charles,1800,SSM,R,1,29362,29.9359,-90.077799999999996,
POINT (-90.082352315926 29.956318914104),1104317,S.ROM-500-1499,1,S. Roman,500,SSM,L,1,29338,29.9563135,-90.082346700000002,
POINT (-90.072306512964 29.955589114375),1103585,CNL-1000-0241,6,Canal,1000,SSM,D,1,2949,29.955583699999998,-90.072300900000002,
POINT (-90.073250812586 29.95029191328),1104207,POY-900-1323,3,Poydras,900,SSM,D,1,29292,29.950286500000001,-90.073245200000002,
POINT (-90.070435611864 29.953186414137),1103501,CAR-100-0346,3,Carondelet,100,PS,R,8,2956,29.953181000000001,-90.070430000000002,
POINT (-90.068106611162 29.942325411794),1103399,AND-300-0024,8,Andrew Higgins,300,PS,U,14,2905,29.942319999999999,-90.068100999999999,
POINT (-90.065854610771 29.94268741199),1104280,S.PET-900-1486,8,S. Peters,900,SSM,R,1,29320,29.942682000000001,-90.065849,
POINT (-90.07155161236 29.947400412804),1103808,GIR-700-0604,7,Girod,700,PS,U,2,29149,29.947395,-90.071545999999998,
POINT (-90.073211613136 29.946221712046),1103906,JUL-800-0836,7,Julia,800,SSM,U,1,29185,29.9462163,-90.073205999999999,
POINT (-90.067635811393 29.941373711778),1104174,POE-300-1328,8,Poeyfarre,300,SSM,U,1,29283,29.941368300000001,-90.067630199999996,
POINT (-90.073519612428 29.931814409169),1103952,MAG-1800-0960,10,Magazine,1800,PS,R,9,29210,29.931809000000001,-90.073514000000003,
POINT (-90.065532910193 29.939859411124),1104252,S.PET-1100-1460,8,S. Peters,1100,PS,R,5,29322,29.939854,-90.065527299999999,
POINT (-90.074540613213 29.952232413299),1104295,S.RAM-300-1465,3,S. Rampart,300,SSM,L,1,29327,29.952227000000001,-90.074534999999997,
POINT (-90.06626621087 29.95470711406),1103543,CHA-300-0376,6,Chartres,300,SSM,R,1,2969,29.954701700000001,-90.066260600000007,
POINT (-90.078124014197 29.951820813594),1104180,POY-1400-1337,2,Poydras,1400,PS,D,5,29296,29.951815400000001,-90.078118399999994,
POINT (-90.068791112206 29.960814715173),1104484,ST.PET-1100-1765,6,St. Peter,1100,PS,D,5,29381,29.960809300000001,-90.068785500000004,
POINT (-90.062963410251 29.960067415635),1104226,ROY-900-1389,6,Royal,900,SSM,L,1,29304,29.960062000000001,-90.062957800000007,
POINT (-90.075244013402 29.949923913413),1104304,S.RAM-500-1560,7,S. Rampart,500,PS,R,8,29329,29.949918499999999,-90.075238400000003,
POINT (-90.073699612669 29.954099413866),1103570,CMN-1000-0449,3,Common,1000,PS,U,3,2992,29.954094000000001,-90.073694000000003,
POINT (-90.070010811177 29.943853111799),1104463,ST.JOS-500-1880,8,St. Joseph,500,SSM,U,1,29371,29.943847699999999,-90.070005199999997,
POINT (-90.082817515997 29.954520613582),1104339,S.ROM-600-1634,1,S. Roman,600,SSM,R,1,29339,29.954515199999999,-90.082811899999996,
POINT (-90.0651767108 29.964019916496),1104077,N.RAM-1100-1168,6,N. Rampart,1100,SSM,R,1,29252,29.964014500000001,-90.065171100000001,
POINT (-90.065672111105 29.951093713406),1103616,CNL-300-0213,6,Canal,300,SSM,D,1,2942,29.951088299999999,-90.065666500000006,
POINT (-90.066199210596 29.950823413152),1104495,TCH-100-1930,4,Tchoupitoulas,100,SSM,R,1,29385,29.950818000000002,-90.066193600000005,
POINT (-90.065917610836 29.946349412984),1104264,S.PET-600-1429,8,S. Peters,600,SSM,L,1,29317,29.946344,-90.065911999999997,
POINT (-90.081211514818 29.954849013776),1104235,S.CLA-400-1424,2,S. Claiborne,400,PS,R,3,29310,29.9548436,-90.0812059,
POINT (-90.061141509744 29.958512115373),1104060,N.PET-900-1098,6,N. Peters,900,SSM,R,1,29238,29.958506700000001,-90.061135899999996,
POINT (-90.066256611018 29.94234601156),1104240,S.DIA-300-1428,8,S. Diamond,300,PS,U,5,29313,29.942340600000001,-90.066250999999994,
POINT (-90.09213861645 29.926719407256),1103737,DEL-1500-0528,9,Delachaise,1500,PS,U,6,29122,29.926714,-90.092133000000004,
POINT (-90.065931811743 29.963145516473),1104071,N.RAM-1000-1156,6,N. Rampart,1000,SSM,R,1,29251,29.9631401,-90.065926200000007,
POINT (-90.094705617499 29.925705407526),1104218,PRY-3700-1388,9,Prytania,3700,SSM,R,1,29301,29.925699999999999,-90.094700000000003,
POINT (-90.064903810243 29.953855914212),1104055,N.PET-300-1125,6,N. Peters,300,SSM,L,1,29237,29.953850500000001,-90.064898200000002,
POINT (-90.066534010378 29.943074711642),1104451,ST.JOS-300-1852,8,St. Joseph,300,SSM,U,1,29370,29.943069300000001,-90.066528399999996,
POINT (-90.083705614901 29.925605407567),1103967,MAG-2800-0985,10,Magazine,2800,PS,L,3,29215,29.925599999999999,-90.083699999999993,
POINT (-90.088205616088 29.923305406741),1103982,MAG-3300-0997,10,Magazine,3300,PS,L,7,29220,29.923300000000001,-90.088200000000001,
POINT (-90.064982710797 29.944471712265),1103881,JUL-200-0745,8,Julia,200,PS,D,4,29179,29.944466299999998,-90.064977099999993,
POINT (-90.069956111309 29.947502312831),1103480,CAM-600-0163,7,Camp,600,SSM,L,1,2937,29.947496900000001,-90.069950500000004,
POINT (-90.082573415279 29.95533331391),1104326,S.ROM-500-1626,1,S. Roman,500,SSM,R,1,29338,29.9553279,-90.082567800000007,
POINT (-90.067331611511 29.947278412636),1104509,TCH-600-1779,8,Tchoupitoulas,600,PS,L,1,29390,29.947272999999999,-90.067325999999994,
POINT (-90.069788412149 29.957631715186),1103645,CNT-1000-0494,6,Conti,1000,SSM,U,1,29100,29.957626300000001,-90.069782799999999,
POINT (-90.065445611201 29.952678713906),1104048,N.PET-200-1111,6,N. Peters,200,SSM,L,1,29236,29.952673300000001,-90.065439999999995,
POINT (-90.094505617131 29.925705407131),1104216,PRY-3700-1384,9,Prytania,3700,SSM,R,1,29301,29.925699999999999,-90.094499999999996,
