Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,x,y
2505 Dumaine St,2505 Dumaine St,Accessory STR,2,4,10/14/2019 11:54:24 AM,"(29.9706224487374, -90.0791233124054)",3677939.81698,536982.18273
4732 Cleveland Ave,4732 Cleveland Ave,Accessory STR,2,4,07/01/2020 11:59:59 PM,"(29.978217110166, -90.1084518375908)",3668624.69,539643.45
524 Delery St,524 Delery St,Accessory STR,2,4,03/07/2020 11:59:59 PM,"(29.9538679224673, -90.0108495098718)",3699625.97,531132.69
900 Bartholomew St Unit 404,900 Bartholomew St Unit 404,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636331288081, -90.0361157234168)",3691585.03,534592.21
1033 Marengo Street,1033 Marengo Street,Accessory STR,3,6,04/23/2020 11:59:59 PM,"(29.9228125740892, -90.0980104456424)",3672147.46,519531.76
4920 Prytania St A,4920 Prytania St A,Commercial STR,3,6,07/05/2020 08:37:20 AM,"(29.9244700884089, -90.1083918733812)",3668852.61,520099.19
1320 Mandeville St,1320 Mandeville St,Accessory STR,1,2,11/19/2019 12:28:29 PM,"(29.9712143001191, -90.0547088938914)",3685667.16175,537282.83342
711 S Peters St Apt 102,711 S Peters St Apt 102,Commercial STR,1,2,08/20/2020 11:59:59 PM,"(29.9459198243832, -90.0660207724941)",3682187.51,528045.04
2616 Magazine St,2616 Magazine St,Accessory STR,3,6,03/31/2020 11:59:59 PM,"(29.926728094161, -90.0810846629603)",3677493.28,521013.78
7100 Sycamore St,7100 Sycamore St,Accessory STR,2,4,05/31/2020 11:59:59 PM,"(29.9497269533964, -90.116009962194)",3666341.98,529257.82
427 Slidell St,427 Slidell St,Accessory STR,1,2,05/01/2020 11:59:59 PM,"(29.9474710115137, -90.0515532250817)",3686762.84,528660.07
4221 Baronne St,4221 Baronne St,Accessory STR,2,4,02/10/2020 11:59:59 PM,"(29.9287704383981, -90.1005892302874)",3671307.3,521689.46
2110 Burgundy St Apartment #3,2110 Burgundy St Apartment #3,Commercial STR,2,4,05/02/2020 11:59:59 PM,"(29.9662943969545, -90.0575719722973)",3684780.62,535483.67
4511 Dryades St,4511 Dryades St,Commercial STR,,,07/23/2020 11:59:59 PM,"(29.9294840698467, -90.103981214099)",3670230.14,521937.42
719 N Dorgenois St,719 N Dorgenois St,Accessory STR,,,06/24/2020 11:59:59 PM,"(29.970335949182, -90.0811334610145)",3677304.53,536871.04
2317 Constance St,2317 Constance St,Accessory STR,1,2,02/07/2020 11:59:59 PM,"(29.9279546047426, -90.0774912470448)",3678626.59,521472.24
6530 Avenue B,6530 Avenue B,Temporary STR,3,6,11/07/2019 01:27:00 PM,"(30.0111816359734, -90.1174387326361)",3665652.39034,551600.38882
900 Bartholomew St Unit 220,900 Bartholomew St Unit 220,Commercial STR,1,2,06/03/2020 11:59:59 PM,"(29.9637787508329, -90.0364570735082)",3691476.35,534643.94
1201 Baronne St Unit 6,1201 Baronne St Unit 6,Commercial STR,,,08/12/2019 07:37:39 PM,"(29.9426601536116, -90.076578291508)",3678857.11,526822.88
900 Bartholomew St Unit 511,900 Bartholomew St Unit 511,Commercial STR,2,4,06/06/2020 11:59:59 PM,"(29.9636413126597, -90.0362680361035)",3691536.77,534594.64
835 Canal St Apt. B,835 Canal St Apt. B,Commercial STR,2,4,02/04/2020 11:59:59 PM,"(29.9544860779407, -90.0704206357853)",3680759.81,531144.66
1032 Frenchmen St,1032 Frenchmen St,Commercial STR,1,2,07/08/2020 03:26:07 PM,"(29.9682015617025, -90.0582205823062)",3684567.54,536174.9
4431 Tchoupitoulas St,4431 Tchoupitoulas St,Commercial STR,3,6,04/03/2020 11:59:59 PM,"(29.9171698388745, -90.102039474674)",3670893.28,517466.12
4821 Tchoupitoulas St,4821 Tchoupitoulas St,Commercial STR,5,10,05/07/2020 11:59:59 PM,"(29.9168197898395, -90.1063152429093)",3669540.18,517324.3
3012 Bienville Ave,3012 Bienville Ave,Accessory STR,2,4,01/13/2020 11:59:59 PM,"(29.9694757970195, -90.0894460482646)",3674676.1,536529.59
1400 Nunez St,1400 Nunez St,Accessory STR,1,2,08/14/2020 12:42:47 PM,"(29.9411691457889, -90.0503164806303)",3687180.15,526372.87
1124 N White St,1124 N White St,Accessory STR,3,6,05/02/2020 11:59:59 PM,"(29.9760886586886, -90.0807303489508)",3677409.29,538964.34
1345 Franklin Ave,1345 Franklin Ave,Commercial STR,3,6,04/09/2020 11:59:59 PM,"(29.9718178231718, -90.0491496120162)",3687424.79,537521.98
3134 Annunciation St,3134 Annunciation St,Accessory STR,1,2,06/16/2020 11:59:59 PM,"(29.9214517850703, -90.084415451529)",3676459.18,519083.61
2116 Dublin St,2116 Dublin St,Accessory STR,3,6,08/20/2020 11:59:59 PM,"(29.9548657582302, -90.1236575579155)",3663900.46,531100.84
86 Fontainebleau Dr,86 Fontainebleau Dr,Accessory STR,2,4,08/19/2020 11:59:59 PM,"(29.9536618028333, -90.1142135265453)",3666895.64,530694.73
1208 Louisa St,1208 Louisa St,Accessory STR,3,6,01/31/2020 11:59:59 PM,"(29.9684089074256, -90.0422137216877)",3689634.67,536307.05
1729 Marigny St,1729 Marigny St,Accessory STR,2,4,10/18/2019 01:33:26 PM,"(29.9753710158436, -90.0559345859326)",3685262.25244,538790.04231
1413 Constance St,1413 Constance St,Accessory STR,2,4,04/25/2020 11:59:59 PM,"(29.9357225245855, -90.0709531067138)",3680666.37,524319.69
628 Baronne St,628 Baronne St,Commercial STR,2,4,10/16/2019 11:59:59 PM,"(29.948252746739, -90.0735168659609)",3679804.28789,528867.19814
2827 Fourth St,2827 Fourth St,Accessory STR,3,6,10/22/2019 11:59:59 PM,"(29.941857777519, -90.0926641692918)",3673765.95105,526475.58957
1809 Camp St,1809 Camp St,Accessory STR,1,2,12/16/2019 11:59:59 PM,"(29.9329191929667, -90.0744796354691)",3679560.65871,523288.00966
703 Carondelet St Apt 109,703 Carondelet St Apt 109,Commercial STR,1,2,02/06/2020 02:29:55 PM,"(29.9284016068454, -90.0682456453765)",3681553.26,521667
703 Carondelet St Apt 109,703 Carondelet St Apt 109,Commercial STR,1,2,01/30/2020 02:28:59 PM,"(29.928351154065, -90.0682609656951)",3681548.61,521648.6
415 Delaronde St,415 Delaronde St,Accessory STR,,,02/13/2020 11:59:59 PM,"(29.9540343738688, -90.0516196112726)",3686715.12,531046.51
326 Camp St Apt 401,326 Camp St Apt 401,Commercial STR,3,6,08/06/2020 11:59:59 PM,"(29.9503018815279, -90.0688750533587)",3681266.02,529628.53
300 N Cortez St Unit D,300 N Cortez St Unit D,Commercial STR,,,06/13/2020 11:59:59 PM,"(29.974158891643, -90.0950957944501)",3672868.93,538213.17
3303 St Claude Ave,3303 St Claude Ave,Commercial STR,2,4,09/02/2020 11:59:59 PM,"(29.967239541362, -90.041374696441)",3689905.11,535884.82
3112 Upperline St #New Orleans 70125,3112 Upperline St #New Orleans 70125,Commercial STR,4,8,04/13/2020 11:59:59 PM,"(29.9639938597634, -90.0800864977981)",3677661.23,534568.44
1407 Esplanade Ave,1407 Esplanade Ave,Accessory STR,3,6,08/07/2020 11:59:59 PM,"(29.9684968028905, -90.0668840939326)",3681823.37,536251.84
925 Common St Unit 814,925 Common St Unit 814,Commercial STR,,,03/19/2020 11:59:59 PM,"(29.9539072933275, -90.0724946326063)",3680105.38,530926.96
2314 Annunciation St,2314 Annunciation St,Accessory STR,1,2,07/04/2020 02:00:36 PM,"(29.9262593457535, -90.0759778820685)",3679112.7,520861.04
711 S Peters St Apt 310,711 S Peters St Apt 310,Commercial STR,2,4,08/21/2020 11:59:59 PM,"(29.9458084782313, -90.0661522529324)",3682146.32,528004.09
900 Bartholomew St Unit 215,900 Bartholomew St Unit 215,Commercial STR,1,2,06/05/2020 11:59:59 PM,"(29.9637548195336, -90.0363531924652)",3691509.34,534635.61
4624 D'hemecourt St,4624 D'hemecourt St,Commercial STR,2,4,02/21/2020 11:59:59 PM,"(29.9705712326764, -90.0929839574576)",3673551.65,536915.79
321 Opelousas Ave,321 Opelousas Ave,Accessory STR,2,4,08/28/2020 11:59:59 PM,"(29.9483254060207, -90.0530385108709)",3686289.01,528965.5
927 Bordeaux St,927 Bordeaux St,Accessory STR,2,4,04/02/2020 11:59:59 PM,"(29.9210801572195, -90.1060690352495)",3669601.58,518874.36
5830 Fontainebleau Dr,5830 Fontainebleau Dr,Accessory STR,2,4,04/16/2020 11:59:59 PM,"(29.9511359425218, -90.109961902064)",3668251.77,529790.58
502 Frenchmen St Apt C,502 Frenchmen St Apt C,Commercial STR,2,4,10/29/2019 11:59:59 PM,"(29.9626675067613, -90.0578631154261)",3684703.11926,534163.77244
1919 Sophie Wright Pl Unit 3,1919 Sophie Wright Pl Unit 3,Commercial STR,1,2,07/25/2019 11:59:59 PM,"(29.9319114263634, -90.0746059414418)",3679524.68,522921.11
1624 Treasure St A,1624 Treasure St A,Commercial STR,3,6,02/03/2020 11:59:59 PM,"(29.988862968148, -90.0721203474701)",3680083.99,543639.47
3134 St Claude Ave,3134 St Claude Ave,Commercial STR,2,4,07/19/2019 09:16:35 PM,"(29.9672747554772, -90.0433749310956)",3689271.66,535890.49
4740 Toulouse St,4740 Toulouse St,Accessory STR,,,01/10/2020 11:59:59 PM,"(29.9830046322832, -90.1044108054825)",3669885.34,541398.08
817 Robert St,817 Robert St,Accessory STR,2,4,04/12/2020 11:59:59 PM,"(29.9196984456471, -90.1088070951136)",3668739.63,518362.64
1933 Pauger St,1933 Pauger St,Accessory STR,1,2,05/12/2020 11:59:59 PM,"(29.9700785258764, -90.0604431926186)",3683856.25,536849.61
1808hastings place,1808hastings place,Commercial STR,2,4,04/05/2020 11:59:59 PM,"(29.931936002417, -90.0730654177754)",3680012.51,522935.41
2013 6th St,2013 6th St,Accessory STR,2,4,10/11/2019 11:59:59 PM,"(29.9338510508352, -90.0899311095797)",3674663.09947,523573.43161
6111 Magazine St,6111 Magazine St,Commercial STR,1,2,08/09/2020 11:59:59 PM,"(29.9230518830238, -90.1236118825824)",3664037.06,519532.26
900 Bartholomew St Unit 202,900 Bartholomew St Unit 202,Commercial STR,2,4,06/05/2020 11:59:59 PM,"(29.9636964635021, -90.0361159421775)",3691584.7,534615.24
1131 St Ferdinand St,1131 St Ferdinand St,Accessory STR,2,4,03/21/2020 11:59:59 PM,"(29.9693447205506, -90.0478816104043)",3687836.33,536627.17
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9519136298293, -90.071473482857)",3680436.72,530205.55
610 John Churchill Chase Ste 4,610 John Churchill Chase Ste 4,Commercial STR,1,2,04/10/2020 11:59:59 PM,"(29.9403799429832, -90.0674772235855)",3681748.53,526025.44
1212 Joliet St,1212 Joliet St,Accessory STR,1,2,08/21/2020 11:59:59 PM,"(29.9504228570239, -90.1329870807906)",3660963.12,529454.16
611 Seguin St,611 Seguin St,Accessory STR,2,4,05/16/2020 11:59:59 PM,"(29.9498771996345, -90.0517809129142)",3686680.95,529534.24
3518 Blair St,3518 Blair St,Temporary STR,3,6,12/25/2019 11:59:59 PM,"(29.9167186867479, -89.9804880585331)",3709399.62,517736.25
4827 Camelia St,4827 Camelia St,Accessory STR,2,4,03/19/2020 11:59:59 PM,"(30.0188030044897, -90.0038484889551)",3701568.92,554771.09
4571 Francesco Rd,4571 Francesco Rd,Temporary STR,,,05/02/2020 11:59:59 PM,"(30.0690409242401, -89.8115265449699)",3762186.13,573796.42
2319 Gravier St,2319 Gravier St,Commercial STR,2,4,03/05/2020 11:59:59 PM,"(29.9588350886875, -90.0872351559651)",3675418.17,532667.83
1200 Pauline St,1200 Pauline St,Accessory STR,3,6,02/27/2020 11:59:59 PM,"(29.9670875564321, -90.0370297291419)",3691281.42,535845.09
4231 S Johnson St,4231 S Johnson St,Accessory STR,3,6,12/26/2019 11:59:59 PM,"(29.9442590850843, -90.1023180033155)",3670699.22,527315.82
2132 Laurel St,2132 Laurel St,Commercial STR,2,4,05/22/2020 11:59:59 PM,"(29.9281079114345, -90.0750013546439)",3679414.63,521536.64
703 Carondelet Apt 201,703 Carondelet Apt 201,Commercial STR,2,4,02/06/2020 11:05:56 AM,"(29.9475103828817, -90.0726634029751)",3680077.53,528600.22
1460 N Roman St,1460 N Roman St,Accessory STR,1,2,07/22/2020 11:59:59 PM,"(29.971791520462, -90.069261993625)",3681057.28,537441.61
603 St Joseph St,603 St Joseph St,Commercial STR,2,4,01/08/2020 11:59:59 PM,"(29.9442915747351, -90.0711901231783)",3680556.98,527434.88
2721 St Claude Ave,2721 St Claude Ave,Commercial STR,5,10,01/09/2020 11:59:59 PM,"(29.9688880283378, -90.0485630877863)",3687622.43,536458.68
1634 Spain Street,1634 Spain Street,Accessory STR,2,4,05/14/2020 11:59:59 PM,"(29.9705295168289, -90.0519777692517)",3686534.63,537043.48
900 Bartholomew St Unit 210,900 Bartholomew St Unit 210,Commercial STR,2,4,06/05/2020 11:59:59 PM,"(29.9637338237344, -90.0362569795431)",3691539.89,534628.32
503 N Salcedo St,503 N Salcedo St,Commercial STR,3,6,01/16/2020 11:59:59 PM,"(29.9717418191606, -90.0883823650299)",3675003.92,537357.26
627 Atlantic Ave,627 Atlantic Ave,Accessory STR,3,6,02/26/2020 11:59:59 PM,"(29.9489085249184, -90.0453469793917)",3688722.35,529204.84
819 Olga St,819 Olga St,Accessory STR,2,4,08/22/2020 11:59:59 PM,"(29.9789931576045, -90.0938211507411)",3673253.46,539975.46
855 Baronne St Unit 4D,855 Baronne St Unit 4D,Commercial STR,3,6,11/27/2019 02:37:59 PM,"(29.9451831559613, -90.074702124636)",3679441.20463,527746.85754
30 Neron Pl Lower,30 Neron Pl Lower,Accessory STR,1,2,07/18/2020 11:59:59 PM,"(29.9535820444642, -90.1197398987066)",3665145.96,530647.15
1621 St Anthony St,1621 St Anthony St,Accessory STR,2,4,10/15/2019 08:59:24 PM,"(29.9738243732408, -90.0618932361476)",3683382.04117,538206.64346
900 Bartholomew St Unit 521,900 Bartholomew St Unit 521,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9636928348741, -90.0364592641101)",3691476.01,534612.69
7810 Spruce St,7810 Spruce St,Accessory STR,2,4,04/03/2020 11:59:59 PM,"(29.9510940706386, -90.1215591215645)",3664579.45,529736.33
4520 St Ann St,4520 St Ann St,Accessory STR,1,2,07/08/2019 11:59:59 PM,"(29.9833917330474, -90.1004601337017)",3671134.48,541552.28
3424 Banks St,3424 Banks St,Accessory STR,2,4,07/02/2020 11:59:59 PM,"(29.9678089930315, -90.0972844503399)",3672200.92,535896.62
1238 Moss St,1238 Moss St,Accessory STR,3,6,07/16/2020 11:59:59 PM,"(29.9791607139225, -90.0873177300766)",3675311.65,540058.72
88 Fontainebleau Dr,88 Fontainebleau Dr,Accessory STR,2,4,12/10/2019 11:59:59 PM,"(29.9534741814756, -90.1138495919958)",3667011.61,530627.73
822 Howard Ave # 102,822 Howard Ave # 102,Commercial STR,1,2,06/07/2020 11:59:59 PM,"(29.9519247238749, -90.0714689530682)",3680438.11,530209.6
6382 Catina St,6382 Catina St,Temporary STR,,,05/21/2020 11:59:59 PM,"(30.0073365733195, -90.113741617815)",3666837.33,550214.6
1734 Clio St,1734 Clio St,Commercial STR,3,6,01/28/2020 11:59:59 PM,"(29.9424108632503, -90.0759361425888)",3679061.47,526734.46
923 Terpsichore St,923 Terpsichore St,Accessory STR,2,4,04/24/2020 11:59:59 PM,"(29.9359949852516, -90.0700468003639)",3680952.32,524421.93
1020 Race St,1020 Race St,Commercial STR,2,4,01/21/2020 11:59:59 PM,"(29.9341740200083, -90.0718756949612)",3680380.37,523753.38
1400 Nunez St,1400 Nunez St,Accessory STR,1,2,08/14/2019 12:42:47 PM,"(29.9411691457889, -90.0503164806303)",3687180.15,526372.87
3634 Magazine St Apt B,3634 Magazine St Apt B,Commercial STR,2,4,03/26/2020 11:59:59 PM,"(29.9216380423356, -90.092589704192)",3673869.15,519123.21
1521 Burdette St,1521 Burdette St,Accessory STR,2,4,01/14/2020 11:59:59 PM,"(29.9477268008141, -90.1245009124656)",3663660.79251,528502.02125
514 S Telemachus St,514 S Telemachus St,Accessory STR,2,4,08/15/2020 11:59:59 PM,"(29.9680663008176, -90.1001181159932)",3671302.73,535980.52
2911 Milan St,2911 Milan St,Accessory STR,3,6,01/08/2020 11:59:59 PM,"(29.9396650083957, -90.1007501331515)",3671213.72,525650.58
2009 N Claiborne Ave,2009 N Claiborne Ave,Commercial STR,3,6,04/14/2020 11:59:59 PM,"(29.9735633044082, -90.0593847561108)",3684177.27,538120.53
711 S Peters St Apt 211,711 S Peters St Apt 211,Commercial STR,2,4,08/20/2020 11:59:59 PM,"(29.9458727961444, -90.0662003176721)",3682130.84,528027.31
1738 Clio St Apt B,1738 Clio St Apt B,Commercial STR,1,2,04/12/2020 11:59:59 PM,"(29.9424184390545, -90.0760440056988)",3679027.28,526736.84
3806 Dryades St,3806 Dryades St,Accessory STR,3,6,02/19/2020 11:59:59 PM,"(29.9298834502822, -90.0966226961902)",3672559.29,522107.73
925 Common St Unit 1410,925 Common St Unit 1410,Commercial STR,,,03/19/2020 11:59:59 PM,"(29.9537843949978, -90.0723452978803)",3680153.16,530882.79
13 Neron Pl,13 Neron Pl,Accessory STR,2,4,05/03/2020 11:59:59 PM,"(29.9546287316604, -90.1206245397728)",3664861.8,531024.8
,,Commercial STR,2,4,05/02/2020 11:59:59 PM,"(29.9213553761204, -90.097562485283)",3672295.07,519003.4
5340 Marigny st,5340 Marigny st,Accessory STR,1,2,05/30/2020 11:59:59 PM,"(30.0134970598891, -90.0593572966492)",3684024.51,552642.08
5107 Conti St Apt B,5107 Conti St Apt B,Commercial STR,1,2,06/03/2020 02:33:40 PM,"(29.9835221477678, -90.1076753744729)",3668849.87,541575.2
4608 Banks St,4608 Banks St,Accessory STR,1,2,06/19/2020 11:59:59 PM,"(29.9755240026794, -90.1087001030118)",3668556.56,538663.29
519 Short St,519 Short St,Accessory STR,3,6,05/25/2020 11:59:59 PM,"(29.9418818382568, -90.1336581461926)",3660783.13,526346.09
900 Bartholomew St Unit 320,900 Bartholomew St Unit 320,Commercial STR,1,2,06/06/2020 11:59:59 PM,"(29.9637255576097, -90.036386482271)",3691498.92,534624.85
1604 Frenchmen St,1604 Frenchmen St,Commercial STR,4,8,03/07/2020 11:59:59 PM,"(29.9737067016347, -90.058667501585)",3684403.77,538175.2
1407 Adams St,1407 Adams St,Accessory STR,3,6,05/02/2020 01:46:38 PM,"(29.9461014396556, -90.1245301144836)",3663657.78,527910.88
2290 Green Mountain Rd #Kalama 98625,2290 Green Mountain Rd #Kalama 98625,Commercial STR,2,4,04/16/2020 11:59:59 PM,"(29.9240097489373, -90.1073656842591)",3669179.45,519935.27
1224 Music Street,1224 Music Street,Accessory STR,3,6,08/07/2020 11:59:59 PM,"(29.970478382389, -90.0512762594335)",3686756.94,537027.37
3314 Carondelet St Apt B,3314 Carondelet St Apt B,Commercial STR,1,2,02/26/2020 11:59:59 PM,"(29.9294485275784, -90.0910586429326)",3674323.34,521968.64
900 Bartholomew St Unit 203,900 Bartholomew St Unit 203,Commercial STR,2,3,06/05/2020 11:59:59 PM,"(29.9636996746816, -90.0361320392991)",3691579.59,534616.35
3127 Orleans Ave,3127 Orleans Ave,Accessory STR,2,4,08/22/2020 02:07:54 PM,"(29.9743927335736, -90.0879244178875)",3675138.43,538322.81
2115 Adams St,2115 Adams St,Accessory STR,2,4,04/03/2020 11:59:59 PM,"(29.9511110018108, -90.1191985040872)",3665326.92,529750.4
1123 Marigny,1123 Marigny,Accessory STR,2,4,09/04/2020 11:59:59 PM,"(29.9693565136581, -90.0554855928325)",3685428.79,536604.53
734 Union St Unit 301,734 Union St Unit 301,Commercial STR,2,4,05/25/2020 11:59:59 PM,"(29.9511868748937, -90.071087906108)",3680561.73,529942.62
1039 Constance St Apt 7 Unit 7,1039 Constance St Apt 7 Unit 7,Commercial STR,,,12/29/2019 11:59:59 PM,"(29.9417508962862, -90.0696737127543)",3681047.4,526516.29
703 Carondelet St Apt 109,703 Carondelet St Apt 109,Commercial STR,1,2,02/04/2020 11:43:52 AM,"(29.961388182589, -90.0329439927738)",3692598.55,533787.25
5920 Winchester Park Dr,5920 Winchester Park Dr,Temporary STR,4,8,04/14/2020 11:59:59 PM,"(30.0399084930796, -89.9620528894315)",3714703.3,562601.7
1916 N Rampart St Unit 3,1916 N Rampart St Unit 3,Accessory STR,1,2,08/29/2020 03:12:28 PM,"(29.9672687968433, -90.059811544987)",3684067.59,535830.11
,,Commercial STR,1,2,06/15/2020 11:59:59 PM,"(29.9509212082341, -90.071186476723)",3680531.58,529845.67
801 Frenchmen St Apt 2,801 Frenchmen St Apt 2,Commercial STR,3,6,08/22/2020 11:59:59 PM,"(29.9657225668569, -90.057782303092)",3684716.34,535274.99
2724 St Claude Ave,2724 St Claude Ave,Commercial STR,5,10,04/09/2020 11:59:59 PM,"(29.9684693356834, -90.0485963054874)",3687613.62,536306.31
1201 Columbus St Apt 5,1201 Columbus St Apt 5,Commercial STR,2,4,01/10/2020 11:59:59 PM,"(29.968062099066, -90.06332716547)",3682951.29,536106.23
2840 Annunciation St,2840 Annunciation St,Accessory STR,2,4,06/14/2020 11:59:59 PM,"(29.9230728661505, -90.0814423693446)",3677394.5,519683.37
325 N Rocheblave St,325 N Rocheblave St,Accessory STR,2,4,04/15/2020 11:59:59 PM,"(29.9661676457009, -90.0829950735282)",3676731.67,535348.85
301 St Charles Ave Apt 302 Unit 302,301 St Charles Ave Apt 302 Unit 302,Commercial STR,,,08/06/2020 11:59:59 PM,"(29.9514740049637, -90.0702027160847)",3680840.89,530050.12
1204 Marigny St,1204 Marigny St,Accessory STR,1,2,10/16/2019 10:36:10 PM,"(29.9698118173153, -90.0557119931422)",3685355.26345,536769.29601
1331 Desire St,1331 Desire St,Accessory STR,1,2,06/04/2020 11:59:59 PM,"(29.9693968874548, -90.0395495570875)",3690474.12,536675.83
2020 N Roman St,2020 N Roman St,Accessory STR,3,6,04/05/2020 11:59:59 PM,"(29.9754353794409, -90.0592304283193)",3684218.56,538801.83
1219 Touro St,1219 Touro St,Accessory STR,1,2,08/26/2020 11:59:59 PM,"(29.9698711792184, -90.0593038580176)",3684217.81,536778.22
"521 Hagan St New Orleans, LA  70119","521 Hagan St New Orleans, LA  70119",Commercial STR,3,6,04/03/2020 11:59:59 PM,"(29.9738093617763, -90.0905873534495)",3674297.66,538101.52
7820 Green St,7820 Green St,Accessory STR,2,4,07/31/2020 11:59:59 PM,"(29.949104842815, -90.1240102085638)",3663810.9,529004.77
307 Opelousas Ave,307 Opelousas Ave,Accessory STR,1,2,10/23/2019 01:34:02 PM,"(29.9483498816757, -90.0533459923897)",3686191.53852,528973.31238
3129 N Claiborne Ave,3129 N Claiborne Ave,Accessory STR,2,4,09/18/2019 11:59:59 PM,"(29.97264984575, -90.0419224793165)",3689709.5,537850.25
1030 Toledano St,1030 Toledano St,Commercial STR,,,06/30/2020 11:59:59 PM,"(29.9231172359014, -90.0876862193622)",3675416.54,519677.95
1812 Terpsichore St,1812 Terpsichore St,Commercial STR,2,4,05/14/2020 11:59:59 PM,"(29.9398844056846, -90.0788681629008)",3678142.97,525805.57
"1912 Washington Ave New Orleans, LA 70113","1912 Washington Ave New Orleans, LA 70113",Accessory STR,3,6,11/02/2019 11:59:59 PM,"(29.9336831811017, -90.0881682833693)",3675222.0907,523518.451
1712 Delachaise St,1712 Delachaise St,Choose a License Type,2,4,05/28/2020 11:59:59 PM,"(29.9292720999765, -90.0934180884717)",3673576.71,521896.39
4448 Lafaye St,4448 Lafaye St,Accessory STR,2,4,10/24/2019 02:47:26 PM,"(30.0043626522921, -90.0486613559463)",3687446.68815,549358.24559
11 Marlborough Gate Pl Unit B,11 Marlborough Gate Pl Unit B,Commercial STR,3,6,01/24/2020 12:29:47 PM,"(29.9346384605113, -90.1080688813033)",3668915.38,523797.88
318 N Galvez St,318 N Galvez St,Commercial STR,4,8,04/13/2020 11:59:59 PM,"(29.9639938597634, -90.0800864977981)",3677661.23,534568.44
8512 Freret St,8512 Freret St,Commercial STR,2,4,11/27/2019 09:57:42 AM,"(29.9488383882408, -90.1350454823887)",3660317.30752,528871.16301
1125 Mandeville,1125 Mandeville,Accessory STR,3,6,08/05/2020 11:59:59 PM,"(29.9694939041604, -90.0543561329899)",3685785.83,536658.48
1401 Laharpe St,1401 Laharpe St,Commercial STR,1,2,12/31/2019 11:59:59 PM,"(29.9707968166458, -90.0647287469928)",3682496.52,537095.76
3716 Laurel St.,3716 Laurel St.,Accessory STR,1,2,02/19/2020 11:59:59 PM,"(29.9194187379123, -90.0931323663497)",3673705.99,518314.33
1523 Desire St,1523 Desire St,Accessory STR,1,2,06/20/2020 11:59:59 PM,"(29.9713433681097, -90.0388536626814)",3690686.45,537386.13
2215 St Bernard Ave,2215 St Bernard Ave,Commercial STR,4,8,05/17/2020 11:59:59 PM,"(29.9794112939799, -90.0691299331909)",3681068.52,540212.91
2052 Royal St,2052 Royal St,Commercial STR,2,4,08/01/2020 03:34:01 AM,"(29.9644165808961, -90.0581668481202)",3684599.87,534798.73
540 Napoleon Ave,540 Napoleon Ave,Accessory STR,2,4,08/04/2020 11:59:59 PM,"(29.9177441986167, -90.1015601297005)",3671042.88,517676.61
4214 St Anthony Ave,4214 St Anthony Ave,Accessory STR,2,4,12/12/2019 11:59:59 PM,"(30.0010385362678, -90.0644429964123)",3682465.21,548093.81
3042 Louisiana Avenue Prkwy,3042 Louisiana Avenue Prkwy,Accessory STR,3,6,04/21/2020 11:59:59 PM,"(29.9421022217564, -90.0981936113104)",3672013.83,526545.56
2351 Magazine St,2351 Magazine St,Accessory STR,1,2,10/18/2019 08:18:33 PM,"(29.9283861533879, -90.0788949470632)",3678180.2619,521624.29638
611 Julia Street #Apt F,611 Julia Street #Apt F,Commercial STR,1,2,06/19/2020 11:59:59 PM,"(29.9458452886862, -90.070853910584)",3680657.23,528001.04
5255 Annunciation St,5255 Annunciation St,Accessory STR,3,6,05/05/2020 11:59:59 PM,"(29.9176619886457, -90.1126947539482)",3667516.03,517608.97
2634 Louisiana Ave,2634 Louisiana Ave,Commercial STR,,,04/17/2020 11:59:59 PM,"(29.9378556616291, -90.0964031302467)",3672597.54,525007.47
3100 Rue Parc Fontaine,3100 Rue Parc Fontaine,Temporary STR,2,4,12/27/2019 11:59:59 PM,"(29.9220546389611, -90.0095836177538)",3700160.47,519568.93
1450 Josephine St,1450 Josephine St,Accessory STR,2,4,04/30/2020 11:59:59 PM,"(29.9333904753164, -90.0786204802934)",3678247.27,523445
127 N Dorgenois St APT 3,127 N Dorgenois St APT 3,Commercial STR,1,2,01/30/2020 02:42:22 PM,"(29.9654393737466, -90.0854063018613)",3675971.11,535075.7
621 Opelousas Ave,621 Opelousas Ave,Accessory STR,1,2,05/12/2020 11:59:59 PM,"(29.9485347490614, -90.049903785122)",3687280.85,529052.73
1024 Sixth St Apt 204,1024 Sixth St Apt 204,Commercial STR,1,2,10/16/2019 03:17:16 PM,"(29.9249182025075, -90.0838241012222)",3676632.75195,520346.16582
925 Common St Unit 1515,925 Common St Unit 1515,Commercial STR,,,03/19/2020 11:59:59 PM,"(29.953866772072, -90.0722521388546)",3680182.33,530913.07
2726 Royal St Apt A,2726 Royal St Apt A,Commercial STR,4,8,06/10/2020 11:59:59 PM,"(29.9643862490021, -90.0498221321903)",3687242.14,534817.2
2228 Gravier St Apt 201,2228 Gravier St Apt 201,Commercial STR,,,06/12/2020 11:59:59 PM,"(29.9582974646888, -90.0867792078031)",3675564.67,532473.9
